date,route_id,direction,boarding_count,alighting_count,vehicle_type,trip_duration_min,weather,temperature_c,is_holiday
2024-01-03,R101,Inbound,617.0,33.0,Articulated Bus,53.7,Rain,18.1,0
2024-02-07,R301,Outbound,,297.0,Standard Bus,87.4,Overcast,12.8,No
08/07/2024,R208,Outbound,472.0,74.0,Minibus,36.7,Rain,10.7,No
2024-03-01,R206,Inbound,349.0,697.0,Minibus,42.1,Clear,27.9,0
2024-02-24,R104,Outbound,245.0,291.0,Minibus,52.7,Snow,17.9,False
2024-03-19,R102,Outbound,386.0,428.0,Articulated Bus,63.1,Clear,25.1,0
2024-10-01,R101,INBOUND,773.0,675.0,Articulated Bus,25.3,Snow,-11.0,0
14-Aug-2024,R103,Inbound,783.0,608.0,Minibus,50.7,Clear,6.4,False
2024-10-02,R102,Inbound,237.0,743.0,Minibus,67.8,Clear,-14.8,0
2024-06-29,R302,Outbound,283.0,127.0,Articulated Bus,21.7,Rain,-14.9,false
2024-08-16,R206,Outbound,655.0,690.0,Minibus,28.1,Snow,1.9,false
2024-04-29,R205,Outbound,435.0,467.0,Minibus,60.3,Clear,28.5,0
2024-01-20,R207,Outbound,55.0,367.0,Minibus,59.7,Overcast,7.9,False
2024-11-13,R206,In,,500.0,Standard Bus,89.0,Clear,0.9,0
31-Mar-2024,R207,Inbound,105.0,,Minibus,38.5,Clear,-8.1,No
2024-10-25,R205,Inbound,588.0,53.0,Standard Bus,21.8,Snow,13.2,0
2024-07-28,R302,Inbound,700.0,175.0,Standard Bus,16.4,Overcast,13.2,0
2024-03-09,R101,Outbound,596.0,431.0,Minibus,63.9,Snow,-3.2,No
08/28/2024,R207,Inbound,88.0,143.0,Standard Bus,38.2,Rain,-0.8,No
2024-11-05,R105,Inbound,783.0,158.0,Standard Bus,76.3,Rain,16.6,false
2024-08-25,R105,Outbound,575.0,624.0,Minibus,38.9,Overcast,36.0,No
2024-11-25,R103,Outbound,490.0,105.0,Articulated Bus,84.9,Rain,31.8,No
2024-05-22,R101,Inbound,754.0,21.0,Minibus,62.5,Overcast,26.9,No
2024-11-26,R101,Outbound,569.0,89.0,Standard Bus,58.9,Overcast,,false
03/26/2024,R103,Inbound,,736.0,Standard Bus,29.8,Clear,-4.7,False
2024-07-18,R205,Inbound,428.0,21.0,Articulated Bus,52.0,Rain,-14.8,false
2024-10-06,R208,Inbound,48.0,126.0,Articulated Bus,25.0,Overcast,21.0,0
2024-03-26,R102,Outbound,66.0,302.0,Articulated Bus,67.9,Clear,37.7,False
2024-07-10,R105,Outbound,135.0,62.0,Standard Bus,27.2,Overcast,-1.7,0
2024-12-28,R206,Inbound,412.0,221.0,Minibus,47.1,Rain,-13.6,0
2024-04-08,R101,In,368.0,129.0,Articulated Bus,76.9,Rain,4.8,No
2024-06-17,R104,Outbound,532.0,85.0,Articulated Bus,59.6,Clear,34.7,No
2024-07-13,R102,Outbound,123.0,618.0,Articulated Bus,88.2,Clear,-7.8,false
2024-12-20,R302,Inbound,23.0,680.0,Articulated Bus,54.4,Overcast,-5.2,No
2024-09-30,R208,Outbound,761.0,383.0,MINIBUS,61.0,Clear,36.2,false
2024-10-21,R205,Inbound,302.0,,std bus,79.7,Rain,-4.8,0
2024-06-28,R104,Outbound,457.0,60.0,Standard Bus,68.5,Clear,-0.6,False
2024-01-13,R205,Outbound,603.0,310.0,Standard Bus,15.7,Clear,-6.1,No
25-Apr-2024,R103,Outbound,94.0,144.0,Articulated Bus,73.0,Rain,-1.9,0
2024-07-03,R206,Inbound,788.0,691.0,Minibus,34.5,Snow,-13.1,false
2024-06-22,R104,Outbound,,563.0,Standard Bus,65.0,Rain,29.9,False
2024-10-30,R206,Inbound,487.0,468.0,Minibus,74.5,Overcast,3.1,False
19-Nov-2024,R302,Outbound,291.0,203.0,Standard Bus,70.3,Snow,16.6,false
05/21/2024,R301,In,473.0,51.0,Articulated Bus,31.5,Rain,23.9,0
2024-12-12,R208,Inbound,384.0,577.0,Standard Bus,81.9,Overcast,21.0,No
2024-02-03,R207,INBOUND,236.0,392.0,Articulated Bus,50.9,Rain,36.1,false
2024-03-24,R103,Inbound,54.0,393.0,Articulated Bus,62.9,Clear,2.5,False
2024-08-10,R104,Inbound,598.0,264.0,Articulated Bus,15.4,Snow,-11.6,No
06/07/2024,R206,Outbound,,658.0,Minibus,30.7,Clear,-11.7,0
2024-03-26,R206,Outbound,308.0,268.0,Articulated Bus,30.3,Snow,25.7,False
2024-11-15,R103,Outbound,229.0,320.0,Standard Bus,89.3,Rain,23.5,0
2024-01-28,R207,Inbound,768.0,404.0,Standard Bus,69.2,Rain,-12.7,0
02/23/2024,R302,Inbound,128.0,90.0,Standard Bus,73.9,Overcast,25.3,0
2024-06-08,R206,Inbound,138.0,252.0,Articulated Bus,54.9,Rain,31.8,False
2024-01-26,R105,Inbound,166.0,680.0,Articulated Bus,88.6,Snow,12.6,No
2024-11-05,R301,Inbound,258.0,147.0,Minibus,17.6,Clear,21.4,False
2024-06-14,R101,Outbound,654.0,268.0,Articulated Bus,30.3,Overcast,34.8,false
2024-07-26,R207,Outbound,125.0,119.0,Articulated Bus,,Clear,37.3,False
2024-04-01,R103,Inbound,650.0,734.0,Articulated Bus,73.1,Overcast,4.5,No
2024-11-16,R105,Inbound,508.0,53.0,Minibus,,Snow,32.1,0
2024-10-01,R205,Inbound,344.0,69.0,Articulated Bus,89.1,Rain,12.7,False
2024-07-25,R105,Inbound,308.0,155.0,Standard Bus,73.9,Rain,26.8,0
2024-03-30,R103,Inbound,462.0,,Articulated Bus,86.0,Clear,26.4,False
2024-05-11,R302,Outbound,636.0,553.0,Standard Bus,,Clear,23.0,false
2024-03-28,R302,Out,474.0,685.0,Minibus,79.1,Overcast,,false
2024-05-25,R104,Outbound,765.0,389.0,Articulated Bus,27.2,Snow,,False
2024-09-07,R102,Inbound,720.0,,Minibus,52.7,Overcast,,0
2024-08-30,R104,Outbound,,,Minibus,,Clear,18.2,0
2024-06-10,R207,Inbound,291.0,16.0,Standard Bus,72.0,Clear,14.2,False
2024-02-04,R301,Outbound,179.0,163.0,Articulated Bus,35.3,Rain,18.8,0
2024-01-14,R302,Outbound,782.0,193.0,Articulated Bus,33.6,Snow,17.9,No
2024-02-25,R103,Outbound,710.0,155.0,Minibus,,Clear,-7.1,false
2024-07-03,R105,Outbound,577.0,207.0,Articulated Bus,39.0,Rain,12.2,No
2024-01-09,R302,Outbound,105.0,602.0,Standard Bus,19.7,Snow,14.2,No
2024-10-03,R301,Inbound,,401.0,Standard Bus,50.8,Snow,5.3,No
2024-03-27,R206,Inbound,628.0,643.0,Minibus,65.4,Snow,4.0,False
2024-12-08,R205,Outbound,679.0,25.0,Minibus,86.9,Rain,4.5,No
2024-08-21,R301,Inbound,776.0,73.0,Minibus,38.7,Clear,13.9,No
2024-02-25,R208,Outbound,780.0,205.0,Standard Bus,66.7,Rain,36.2,false
2024-12-29,R105,Inbound,578.0,195.0,Articulated Bus,48.2,Rain,21.9,False
2024-07-14,R208,Outbound,748.0,168.0,Standard Bus,40.7,Overcast,39.8,False
2024-08-04,R206,Outbound,501.0,298.0,Standard Bus,75.2,Overcast,34.1,false
2024-05-14,R208,Outbound,277.0,653.0,Minibus,66.2,Rain,38.2,false
2024-07-18,R105,Outbound,588.0,496.0,Minibus,83.2,Snow,-4.2,No
2024-01-25,R301,Outbound,624.0,108.0,Articulated Bus,60.6,Snow,41.1,0
25-May-2024,R208,Outbound,640.0,317.0,Articulated Bus,66.4,Snow,-8.7,False
2024-10-25,R105,Outbound,153.0,162.0,Minibus,29.0,Overcast,27.7,False
2024-06-24,R101,Inbound,435.0,340.0,Minibus,37.3,Clear,-7.3,false
2024-03-21,R102,Inbound,754.0,381.0,Articulated Bus,43.4,Clear,33.1,No
2024-04-10,R302,OUTBOUND,530.0,,Standard Bus,18.9,Clear,4.2,0
2024-05-12,R206,Outbound,454.0,221.0,Standard Bus,55.8,Rain,-1.7,False
2024-03-02,R104,inbound,224.0,419.0,Articulated Bus,38.6,Snow,-10.2,0
02-Dec-2024,R102,Outbound,248.0,538.0,Standard Bus,86.3,Overcast,-13.7,false
2024-06-16,R208,Outbound,778.0,446.0,Articulated Bus,62.3,Overcast,25.7,false
2024-09-26,R206,Inbound,121.0,439.0,Minibus,18.0,Rain,12.4,0
2024-12-02,R102,Inbound,268.0,337.0,Standard Bus,87.6,Overcast,16.3,false
16-Oct-2024,R103,Outbound,548.0,437.0,std bus,80.0,Snow,39.5,No
2024-11-09,R102,Outbound,414.0,501.0,Articulated Bus,24.4,Snow,30.3,false
2024-03-29,R102,Outbound,55.0,98.0,Standard Bus,51.3,Clear,30.9,False
2024-04-07,R208,Inbound,544.0,327.0,Minibus,76.7,Clear,29.6,No
2024-10-22,R301,Inbound,556.0,162.0,Minibus,28.4,Clear,30.5,false
2024-08-03,R102,Inbound,147.0,215.0,Minibus,72.5,Snow,33.2,No
2024-11-22,R208,Outbound,149.0,741.0,Minibus,43.4,Clear,5.7,False
2024-02-27,R205,Outbound,635.0,220.0,Standard Bus,23.9,Overcast,-15.0,No
2024-11-16,R301,Inbound,141.0,354.0,Standard Bus,50.6,Snow,-14.6,0
2024-10-09,R105,Outbound,44.0,53.0,Minibus,20.7,Rain,-10.6,False
2024-05-04,R301,Inbound,235.0,265.0,Standard Bus,-5.0,Clear,39.3,0
2024-09-20,R206,Outbound,622.0,178.0,Minibus,,Snow,21.8,No
2024-11-06,R206,Outbound,747.0,703.0,Articulated Bus,68.8,Rain,18.2,0
2024-07-15,R302,Inbound,,185.0,Articulated Bus,18.5,Rain,31.1,False
2024-10-14,R101,Inbound,691.0,178.0,Standard Bus,42.9,Clear,0.2,1
2024-12-08,R103,Outbound,278.0,,Standard Bus,40.4,Clear,17.1,No
2024-12-12,R105,Outbound,370.0,568.0,MINIBUS,84.4,Snow,5.9,0
2024-11-09,R302,Outbound,133.0,494.0,Minibus,84.7,Clear,-13.3,No
2024-07-04,R208,Inbound,683.0,677.0,Standard Bus,84.8,Rain,33.9,True
2024-11-03,R302,Inbound,172.0,443.0,Minibus,52.1,Overcast,-8.1,false
2024-03-08,R208,Outbound,735.0,498.0,Minibus,60.3,Snow,20.9,0
2024-02-19,R104,Inbound,629.0,508.0,Articulated Bus,49.4,Snow,12.6,1
2024-08-15,R105,Outbound,,477.0,Standard Bus,58.2,Rain,41.1,False
2024-10-17,R302,Outbound,79.0,333.0,Articulated Bus,20.8,Rain,-11.7,false
2024-09-22,R104,Outbound,361.0,514.0,Minibus,32.8,Overcast,36.7,0
2024-07-07,R207,Inbound,229.0,629.0,Standard Bus,38.0,Rain,39.8,false
2024-05-25,R301,Inbound,243.0,539.0,Minibus,,Rain,40.9,0
2024-10-01,R207,Inbound,191.0,101.0,Minibus,27.6,Overcast,32.7,0
2024-04-01,R302,Outbound,380.0,271.0,Standard Bus,48.7,Rain,18.5,0
04/18/2024,R104,Inbound,382.0,410.0,Standard Bus,83.4,Overcast,-7.1,False
2024-05-23,R301,Outbound,791.0,690.0,Minibus,76.4,Overcast,-8.3,0
2024-03-14,R105,Outbound,494.0,678.0,Standard Bus,65.8,Snow,17.7,False
2024-09-01,R206,In,140.0,121.0,Minibus,70.2,Clear,22.8,False
2024-06-16,R205,Outbound,591.0,136.0,Minibus,41.2,Rain,38.0,False
2024-12-26,R101,Outbound,178.0,242.0,Minibus,49.3,Rain,19.4,0
2024-07-17,R206,Outbound,414.0,221.0,Articulated Bus,56.8,Overcast,18.3,False
2024-07-06,R103,Outbound,604.0,413.0,Articulated Bus,43.8,Rain,23.7,False
2024-12-20,R103,Outbound,423.0,679.0,Articulated Bus,30.4,Snow,25.4,No
2024-09-23,R102,Outbound,521.0,39.0,Minibus,39.1,Snow,-13.0,False
2024-04-15,R208,Outbound,416.0,529.0,Standard Bus,50.6,Clear,31.5,False
2024-06-16,R104,Inbound,258.0,318.0,Standard Bus,67.3,Rain,5.8,0
2024-06-27,R102,Inbound,231.0,507.0,Articulated Bus,21.9,Snow,-3.6,False
2024-02-10,R301,Inbound,752.0,437.0,Standard Bus,69.9,Overcast,32.0,0
2024-03-05,R102,Inbound,247.0,710.0,Minibus,18.5,Rain,20.3,0
05-Feb-2024,R207,Outbound,673.0,334.0,Articulated Bus,21.5,Snow,13.8,No
2024-11-05,R205,Outbound,478.0,553.0,Minibus,80.1,Rain,39.9,false
07/04/2024,R208,Outbound,598.0,506.0,Standard Bus,86.3,Clear,19.2,Yes
09/06/2024,R101,Outbound,23.0,152.0,Standard Bus,36.7,Rain,-1.4,0
2024-03-05,R208,Outbound,460.0,40.0,Articulated Bus,,Snow,3.0,false
2024-09-23,R205,Inbound,85.0,177.0,standard bus,64.3,Clear,3.5,False
2024-10-21,R301,Outbound,,579.0,Articulated Bus,21.6,Snow,29.3,false
2024-11-09,R302,Outbound,611.0,609.0,Articulated Bus,74.7,Rain,,0
2024-05-21,R207,Inbound,267.0,624.0,Articulated Bus,43.0,Overcast,-12.1,0
2024-04-21,R206,Inbound,260.0,358.0,Articulated Bus,54.1,Rain,36.1,False
2024-02-24,R103,Outbound,421.0,457.0,Minibus,77.2,Snow,-12.9,No
2024-07-08,R103,Outbound,508.0,102.0,Articulated Bus,,Snow,-4.7,False
2024-01-16,R101,Inbound,370.0,448.0,Standard Bus,82.2,Clear,36.8,No
2024-06-26,R105,Inbound,469.0,325.0,Std Bus,49.6,Rain,41.4,0
2024-11-03,R205,Outbound,,186.0,Standard Bus,29.8,Clear,35.6,false
2024-03-08,R207,Outbound,136.0,281.0,Minibus,31.5,Clear,-7.1,false
2024-02-08,R101,Inbound,629.0,343.0,Minibus,29.4,Snow,25.9,0
2024-05-21,R104,Outbound,629.0,212.0,Standard Bus,,Rain,31.5,0
2024-08-21,R301,Inbound,782.0,529.0,Minibus,89.8,Snow,-4.1,0
2024-05-14,R102,Inbound,131.0,27.0,Minibus,55.4,Rain,14.9,No
2024-08-28,R105,Outbound,576.0,442.0,Minibus,51.7,Clear,21.0,0
02/05/2024,R206,Outbnd,611.0,21.0,Articulated Bus,39.2,Clear,16.0,No
2024-05-03,R101,Inbound,68.0,690.0,Standard Bus,48.3,Clear,35.8,False
2024-02-22,R301,Inbound,77.0,283.0,Standard Bus,15.8,Overcast,25.8,false
2024-01-19,R102,Outbound,185.0,558.0,Articulated Bus,64.3,Snow,28.2,0
2024-08-29,R104,Inbound,488.0,63.0,Minibus,28.4,Overcast,39.8,No
05/09/2024,R208,Inbound,,19.0,Minibus,52.3,Snow,-1.9,False
2024-09-15,R102,Outbound,756.0,534.0,Articulated Bus,45.4,Rain,19.3,0
2024-01-15,R206,Inbound,450.0,323.0,Standard Bus,,Rain,30.8,True
2024-04-24,R205,Inbound,551.0,127.0,Articulated Bus,54.7,Snow,25.3,No
2024-09-25,R103,Inbound,250.0,730.0,Standard Bus,31.3,Clear,15.9,No
2024-05-10,R208,Outbound,637.0,310.0,Minibus,36.0,Snow,29.6,0
2024-11-22,R105,Inbound,438.0,303.0,standard bus,60.4,Overcast,37.8,false
2024-10-10,R208,Inbound,36.0,374.0,Standard Bus,34.5,Clear,21.1,false
2024-06-19,R208,Outbound,118.0,167.0,Articulated Bus,15.4,Snow,-5.8,Yes
2024-02-21,R207,Inbound,528.0,404.0,Minibus,75.0,Rain,4.0,False
2024-04-09,R206,Outbound,272.0,,Articulated Bus,30.7,Overcast,6.1,0
2024-05-04,R103,Outbound,796.0,103.0,Minibus,58.1,Clear,23.0,0
2024-07-23,R104,Outbound,256.0,251.0,Standard Bus,48.2,Snow,33.3,No
2024-06-18,R206,Outbound,712.0,507.0,Standard Bus,60.7,Rain,,No
2024-03-26,R103,Outbound,689.0,565.0,Minibus,27.1,Snow,31.6,No
2024-02-18,R207,Outbound,127.0,616.0,Minibus,74.2,Overcast,27.6,false
2024-09-10,R103,Inbound,107.0,,Minibus,33.5,Rain,27.2,False
2024-03-08,R205,Outbound,234.0,540.0,Articulated Bus,,Rain,29.8,false
2024-02-20,R302,Outbound,544.0,226.0,Standard Bus,50.5,Clear,5.2,0
2024-01-07,R103,Outbound,127.0,600.0,Articulated Bus,75.0,Overcast,-4.5,False
2024-12-18,R104,Outbound,354.0,546.0,Minibus,89.8,Overcast,16.9,false
2024-11-02,R205,Inbound,424.0,622.0,Minibus,33.3,Rain,16.8,False
04/27/2024,R302,Outbound,406.0,713.0,Articulated Bus,,Snow,26.6,False
2024-09-17,R208,Out,681.0,526.0,Minibus,48.3,Snow,-13.8,false
2024-06-28,R105,Outbound,266.0,90.0,Standard Bus,57.5,Clear,-6.0,False
2024-04-25,R104,Outbound,490.0,407.0,Articulated Bus,16.4,Rain,-6.8,False
2024-05-05,R207,Inbound,142.0,260.0,Standard Bus,59.8,Clear,7.4,0
2024-04-10,R208,Inbound,768.0,152.0,Articulated Bus,67.9,Overcast,-1.4,No
2024-07-21,R207,Inbound,368.0,243.0,Articulated Bus,,Overcast,-5.7,false
2024-09-09,R101,Outbound,359.0,66.0,Minibus,34.4,Overcast,-13.5,0
2024-03-05,R102,Inbound,89.0,639.0,Articulated Bus,18.4,Clear,-2.6,0
2024-02-23,R208,Outbound,705.0,342.0,Standard Bus,30.6,Rain,-1.4,No
2024-11-29,R206,OUTBOUND,161.0,327.0,Minibus,52.1,Rain,40.8,false
2024-11-06,R208,Outbound,473.0,50.0,Minibus,89.4,Rain,26.4,No
2024-03-23,R102,Inbound,157.0,353.0,Minibus,58.6,Rain,41.5,False
2024-08-14,R205,Inbound,156.0,34.0,Minibus,63.9,Overcast,32.4,0
03/16/2024,R101,Outbound,470.0,,Articulated Bus,,Clear,14.7,False
31-Aug-2024,R301,Outbound,292.0,602.0,Standard Bus,,Clear,4.5,No
2024-11-04,R104,Outbound,59.0,73.0,Standard Bus,68.0,Overcast,6.3,False
2024-04-05,R103,Inbound,757.0,71.0,Articulated Bus,19.0,Clear,32.5,No
2024-08-30,R103,Inbound,135.0,619.0,Articulated Bus,84.5,Overcast,12.6,No
2024-03-05,R302,Inbound,218.0,229.0,Articulated Bus,15.6,Snow,24.4,false
03/26/2024,R102,Outbound,437.0,129.0,Articulated Bus,36.1,Overcast,-8.3,No
2024-06-03,R302,Outbound,580.0,46.0,Standard Bus,34.4,Overcast,-5.6,False
2024-01-12,R207,Outbound,409.0,274.0,Minibus,77.2,Overcast,26.7,false
2024-04-03,R205,Inbound,266.0,396.0,Standard Bus,17.9,Rain,6.0,false
2024-06-03,R208,Outbound,387.0,265.0,Articulated Bus,19.3,Clear,18.2,No
2024-10-28,R301,Outbound,88.0,,Minibus,15.1,Clear,6.5,false
2024-02-26,R105,Outbound,168.0,129.0,Minibus,,Snow,-12.6,False
2024-11-02,R103,Inbound,74.0,450.0,articulated,23.7,Snow,34.6,0
2024-01-12,R206,Inbound,,234.0,Minibus,83.6,Overcast,33.7,false
2024-09-02,R105,Inbound,763.0,,Standard Bus,24.5,Clear,18.8,Yes
2024-11-09,R105,Outbound,652.0,515.0,Minibus,73.1,Rain,17.0,False
2024-08-20,R206,Inbound,673.0,495.0,Standard Bus,32.1,Rain,4.5,false
2024-09-17,R302,Outbound,460.0,405.0,Minibus,54.4,Overcast,-8.7,0
2024-12-10,R104,Outbound,778.0,460.0,Minibus,33.4,Clear,37.1,No
2024-01-07,R105,Outbound,500.0,349.0,Articulated Bus,44.7,Clear,20.5,0
2024-11-20,R206,Outbound,737.0,603.0,Minibus,53.1,Rain,-14.6,False
2024-01-13,R101,Outbound,367.0,685.0,Standard Bus,75.3,Snow,29.1,0
07/28/2024,R105,Inbound,93.0,551.0,Articulated Bus,,Clear,-1.3,No
02/20/2024,R302,Outbound,754.0,580.0,Minibus,67.2,Snow,17.5,False
2024-10-26,R301,Outbound,548.0,585.0,Articulated Bus,69.4,Overcast,20.3,False
2024-02-17,R104,In,250.0,669.0,Standard Bus,71.7,Rain,-2.0,No
02/03/2024,R302,Outbound,660.0,327.0,Minibus,15.5,Snow,-11.7,false
2024-08-19,R102,Outbound,294.0,178.0,Standard Bus,420.5,Clear,16.0,0
2024-09-23,R102,Outbound,624.0,,Articulated Bus,26.5,Clear,10.9,false
2024-01-08,R103,In,496.0,418.0,Standard Bus,35.8,Rain,0.8,false
01/04/2024,R206,Inbound,477.0,97.0,Minibus,33.6,Rain,10.7,No
2024-09-27,R101,Outbound,465.0,364.0,Articulated Bus,28.0,Rain,36.1,False
2024-01-13,R101,Inbound,394.0,87.0,Articulated Bus,38.0,Snow,30.0,0
2024-09-12,R101,Inbound,275.0,748.0,Minibus,42.2,Overcast,34.1,No
2024-11-05,R104,Outbound,555.0,537.0,Articulated Bus,86.3,Rain,25.0,0
2024-05-26,R205,Outbound,625.0,727.0,Standard Bus,22.9,Clear,29.6,false
2024-02-12,R302,Inbound,,216.0,Articulated Bus,65.2,Clear,8.4,0
2024-05-06,R205,Outbound,607.0,,Minibus,66.7,Rain,23.6,False
2024-05-23,R103,Inbound,660.0,231.0,Articulated Bus,67.9,Clear,19.1,False
01/13/2024,R207,Outbound,382.0,719.0,Standard Bus,21.2,Clear,19.4,No
2024-06-05,R301,Inbound,211.0,339.0,Articulated Bus,32.4,Rain,8.1,No
02/18/2024,R207,Inbound,478.0,151.0,Standard Bus,30.4,Clear,6.6,0
2024-12-25,R104,Inbound,413.0,,Standard Bus,19.2,Rain,15.7,Yes
2024-06-22,R207,Inbound,339.0,116.0,Standard Bus,16.3,Overcast,36.8,0
2024-10-04,R105,Inbound,676.0,571.0,Standard Bus,80.1,Clear,25.3,No
2024-12-28,R206,Outbound,,532.0,Minibus,43.9,Clear,33.7,0
2024-12-07,R105,Outbound,369.0,310.0,Standard Bus,76.5,Rain,24.6,No
2024-12-02,R208,Outbound,252.0,113.0,Articulated Bus,67.5,Clear,33.3,No
2024-02-22,R103,Inbound,,77.0,Minibus,64.0,Overcast,0.6,0
2024-01-06,R102,Outbound,427.0,127.0,Standard Bus,63.4,Overcast,-12.4,false
2024-09-28,R208,Outbound,191.0,234.0,Standard Bus,50.2,Snow,0.9,false
2024-06-29,R103,Inbound,456.0,37.0,Minibus,72.7,Overcast,38.9,False
2024-03-09,R206,Outbound,464.0,452.0,Standard Bus,46.8,Clear,30.2,0
2024-08-29,R101,Outbound,,,Minibus,61.8,Rain,15.0,No
2024-06-14,R208,Inbound,252.0,209.0,Minibus,66.2,Snow,34.7,False
2024-11-26,R208,Inbound,174.0,195.0,Articulated Bus,75.0,Clear,35.4,false
2024-11-17,R208,Outbound,771.0,61.0,Minibus,23.9,Clear,8.4,False
2024-02-12,R105,Inbound,39.0,230.0,Standard Bus,,Clear,1.4,No
2024-10-30,R105,Outbound,585.0,750.0,Standard Bus,83.1,Clear,-1.3,No
2024-11-22,R208,Outbound,325.0,26.0,Minibus,88.8,Snow,30.4,0
2024-03-24,R206,outbound,309.0,368.0,Minibus,69.1,Rain,0.5,0
2024-10-17,R207,Outbound,425.0,740.0,Standard Bus,,Snow,10.8,0
2024-03-02,R302,Inbound,539.0,334.0,Standard Bus,46.8,Snow,-10.3,False
2024-02-29,R103,Inbound,719.0,130.0,Standard Bus,37.1,Snow,7.0,No
12-Aug-2024,R208,Outbound,,702.0,Minibus,43.9,Snow,37.2,No
2024-08-19,R206,Outbound,372.0,746.0,Standard Bus,52.9,Overcast,8.0,False
2024-10-28,R205,Outbound,198.0,70.0,Minibus,45.8,Overcast,12.9,No
2024-01-04,R208,Inbound,697.0,413.0,Articulated Bus,19.8,Rain,7.1,No
2024-01-23,R101,Outbound,,,MINIBUS,16.0,Overcast,-2.1,0
2024-11-25,R208,Outbound,85.0,84.0,Articulated Bus,28.6,Snow,13.7,No
2024-02-05,R103,Inbound,705.0,401.0,Minibus,61.3,Overcast,27.3,false
2024-12-07,R206,Outbound,480.0,705.0,Articulated Bus,17.4,Snow,21.3,False
05/23/2024,R205,Outbound,,352.0,Standard Bus,27.8,Snow,-13.3,False
10/14/2024,R302,Outbound,146.0,301.0,Standard Bus,31.4,Rain,34.8,true
2024-11-21,R102,Inbound,242.0,748.0,Articulated Bus,57.1,Snow,34.2,false
05/01/2024,R205,Outbound,707.0,671.0,Standard Bus,61.5,Rain,16.1,No
23-Apr-2024,R207,Inbound,124.0,242.0,Standard Bus,61.7,Snow,41.4,False
2024-10-21,R207,Inbound,720.0,360.0,Articulated Bus,68.6,Snow,0.3,No
2024-12-06,R207,Inbound,501.0,240.0,Minibus,71.4,Rain,38.7,False
28-Oct-2024,R105,Inbound,187.0,574.0,Minibus,46.6,Clear,13.6,False
2024-06-02,R102,Inbound,743.0,622.0,Standard Bus,28.3,Rain,41.3,false
2024-12-10,R102,Inbound,265.0,98.0,Standard Bus,19.1,Overcast,40.4,False
2024-09-07,R102,Outbound,100.0,713.0,Articulated Bus,60.7,Overcast,13.7,No
2024-03-14,R208,Inbound,106.0,115.0,Articulated Bus,18.6,Overcast,-12.8,0
