date,route_id,direction,boarding_count,alighting_count,vehicle_type,trip_duration_min,weather,temperature_c,is_holiday
2024-01-20,R207,Outbound,55.0,367.0,minibus,59.7,overcast,7.9,False
2024-10-25,R205,Inbound,588.0,53.0,standard bus,21.8,snow,13.2,False
2024-07-28,R302,Inbound,700.0,175.0,standard bus,16.4,overcast,13.2,False
2024-03-09,R101,Outbound,596.0,431.0,minibus,63.9,snow,-3.2,False
2024-11-05,R105,Inbound,783.0,158.0,standard bus,76.3,rain,16.6,False
2024-08-25,R105,Outbound,575.0,624.0,minibus,38.9,overcast,36.0,False
2024-11-25,R103,Outbound,490.0,105.0,articulated bus,84.9,rain,31.8,False
2024-05-22,R101,Inbound,754.0,21.0,minibus,62.5,overcast,26.9,False
2024-07-18,R205,Inbound,428.0,21.0,articulated bus,52.0,rain,-14.8,False
2024-10-06,R208,Inbound,48.0,126.0,articulated bus,25.0,overcast,21.0,False
2024-03-26,R102,Outbound,66.0,302.0,articulated bus,67.9,clear,37.7,False
2024-07-10,R105,Outbound,135.0,62.0,standard bus,27.2,overcast,-1.7,False
2024-12-28,R206,Inbound,412.0,221.0,minibus,47.1,rain,-13.6,False
2024-04-08,R101,In,368.0,129.0,articulated bus,76.9,rain,4.8,False
2024-06-17,R104,Outbound,532.0,85.0,articulated bus,59.6,clear,34.7,False
2024-07-13,R102,Outbound,123.0,618.0,articulated bus,88.2,clear,-7.8,False
2024-12-20,R302,Inbound,23.0,680.0,articulated bus,54.4,overcast,-5.2,False
2024-09-30,R208,Outbound,761.0,383.0,minibus,61.0,clear,36.2,False
2024-06-28,R104,Outbound,457.0,60.0,standard bus,68.5,clear,-0.6,False
2024-01-13,R205,Outbound,603.0,310.0,standard bus,15.7,clear,-6.1,False
2024-07-03,R206,Inbound,788.0,691.0,minibus,34.5,snow,-13.1,False
2024-10-30,R206,Inbound,487.0,468.0,minibus,74.5,overcast,3.1,False
2024-12-12,R208,Inbound,384.0,577.0,standard bus,81.9,overcast,21.0,False
2024-02-03,R207,INBOUND,236.0,392.0,articulated bus,50.9,rain,36.1,False
2024-03-24,R103,Inbound,54.0,393.0,articulated bus,62.9,clear,2.5,False
2024-08-10,R104,Inbound,598.0,264.0,articulated bus,15.4,snow,-11.6,False
2024-03-26,R206,Outbound,308.0,268.0,articulated bus,30.3,snow,25.7,False
2024-11-15,R103,Outbound,229.0,320.0,standard bus,89.3,rain,23.5,False
2024-01-28,R207,Inbound,768.0,404.0,standard bus,69.2,rain,-12.7,False
2024-06-08,R206,Inbound,138.0,252.0,articulated bus,54.9,rain,31.8,False
2024-01-26,R105,Inbound,166.0,680.0,articulated bus,88.6,snow,12.6,False
2024-11-05,R301,Inbound,258.0,147.0,minibus,17.6,clear,21.4,False
2024-06-14,R101,Outbound,654.0,268.0,articulated bus,30.3,overcast,34.8,False
2024-04-01,R103,Inbound,650.0,734.0,articulated bus,73.1,overcast,4.5,False
2024-10-01,R205,Inbound,344.0,69.0,articulated bus,89.1,rain,12.7,False
2024-07-25,R105,Inbound,308.0,155.0,standard bus,73.9,rain,26.8,False
2024-06-10,R207,Inbound,291.0,16.0,standard bus,72.0,clear,14.2,False
2024-02-04,R301,Outbound,179.0,163.0,articulated bus,35.3,rain,18.8,False
2024-01-14,R302,Outbound,782.0,193.0,articulated bus,33.6,snow,17.9,False
2024-07-03,R105,Outbound,577.0,207.0,articulated bus,39.0,rain,12.2,False
2024-01-09,R302,Outbound,105.0,602.0,standard bus,19.7,snow,14.2,False
2024-03-27,R206,Inbound,628.0,643.0,minibus,65.4,snow,4.0,False
2024-12-08,R205,Outbound,679.0,25.0,minibus,86.9,rain,4.5,False
2024-08-21,R301,Inbound,776.0,73.0,minibus,38.7,clear,13.9,False
2024-02-25,R208,Outbound,780.0,205.0,standard bus,66.7,rain,36.2,False
2024-12-29,R105,Inbound,578.0,195.0,articulated bus,48.2,rain,21.9,False
2024-07-14,R208,Outbound,748.0,168.0,standard bus,40.7,overcast,39.8,False
2024-08-04,R206,Outbound,501.0,298.0,standard bus,75.2,overcast,34.1,False
2024-05-14,R208,Outbound,277.0,653.0,minibus,66.2,rain,38.2,False
2024-07-18,R105,Outbound,588.0,496.0,minibus,83.2,snow,-4.2,False
2024-01-25,R301,Outbound,624.0,108.0,articulated bus,60.6,snow,41.1,False
2024-10-25,R105,Outbound,153.0,162.0,minibus,29.0,overcast,27.7,False
2024-06-24,R101,Inbound,435.0,340.0,minibus,37.3,clear,-7.3,False
2024-03-21,R102,Inbound,754.0,381.0,articulated bus,43.4,clear,33.1,False
2024-05-12,R206,Outbound,454.0,221.0,standard bus,55.8,rain,-1.7,False
2024-03-02,R104,inbound,224.0,419.0,articulated bus,38.6,snow,-10.2,False
2024-06-16,R208,Outbound,778.0,446.0,articulated bus,62.3,overcast,25.7,False
2024-09-26,R206,Inbound,121.0,439.0,minibus,18.0,rain,12.4,False
2024-12-02,R102,Inbound,268.0,337.0,standard bus,87.6,overcast,16.3,False
2024-11-09,R102,Outbound,414.0,501.0,articulated bus,24.4,snow,30.3,False
2024-03-29,R102,Outbound,55.0,98.0,standard bus,51.3,clear,30.9,False
2024-04-07,R208,Inbound,544.0,327.0,minibus,76.7,clear,29.6,False
2024-10-22,R301,Inbound,556.0,162.0,minibus,28.4,clear,30.5,False
2024-08-03,R102,Inbound,147.0,215.0,minibus,72.5,snow,33.2,False
2024-11-22,R208,Outbound,149.0,741.0,minibus,43.4,clear,5.7,False
2024-02-27,R205,Outbound,635.0,220.0,standard bus,23.9,overcast,-15.0,False
2024-11-16,R301,Inbound,141.0,354.0,standard bus,50.6,snow,-14.6,False
2024-10-09,R105,Outbound,44.0,53.0,minibus,20.7,rain,-10.6,False
2024-05-04,R301,Inbound,235.0,265.0,standard bus,-5.0,clear,39.3,False
2024-11-06,R206,Outbound,747.0,703.0,articulated bus,68.8,rain,18.2,False
2024-10-14,R101,Inbound,691.0,178.0,standard bus,42.9,clear,0.2,True
2024-12-12,R105,Outbound,370.0,568.0,minibus,84.4,snow,5.9,False
2024-11-09,R302,Outbound,133.0,494.0,minibus,84.7,clear,-13.3,False
2024-07-04,R208,Inbound,683.0,677.0,standard bus,84.8,rain,33.9,True
2024-11-03,R302,Inbound,172.0,443.0,minibus,52.1,overcast,-8.1,False
2024-03-08,R208,Outbound,735.0,498.0,minibus,60.3,snow,20.9,False
2024-02-19,R104,Inbound,629.0,508.0,articulated bus,49.4,snow,12.6,True
2024-10-17,R302,Outbound,79.0,333.0,articulated bus,20.8,rain,-11.7,False
2024-09-22,R104,Outbound,361.0,514.0,minibus,32.8,overcast,36.7,False
2024-07-07,R207,Inbound,229.0,629.0,standard bus,38.0,rain,39.8,False
2024-10-01,R207,Inbound,191.0,101.0,minibus,27.6,overcast,32.7,False
2024-04-01,R302,Outbound,380.0,271.0,standard bus,48.7,rain,18.5,False
2024-05-23,R301,Outbound,791.0,690.0,minibus,76.4,overcast,-8.3,False
2024-03-14,R105,Outbound,494.0,678.0,standard bus,65.8,snow,17.7,False
2024-09-01,R206,In,140.0,121.0,minibus,70.2,clear,22.8,False
2024-06-16,R205,Outbound,591.0,136.0,minibus,41.2,rain,38.0,False
2024-12-26,R101,Outbound,178.0,242.0,minibus,49.3,rain,19.4,False
2024-07-17,R206,Outbound,414.0,221.0,articulated bus,56.8,overcast,18.3,False
2024-07-06,R103,Outbound,604.0,413.0,articulated bus,43.8,rain,23.7,False
2024-12-20,R103,Outbound,423.0,679.0,articulated bus,30.4,snow,25.4,False
2024-09-23,R102,Outbound,521.0,39.0,minibus,39.1,snow,-13.0,False
2024-04-15,R208,Outbound,416.0,529.0,standard bus,50.6,clear,31.5,False
2024-06-16,R104,Inbound,258.0,318.0,standard bus,67.3,rain,5.8,False
2024-06-27,R102,Inbound,231.0,507.0,articulated bus,21.9,snow,-3.6,False
2024-02-10,R301,Inbound,752.0,437.0,standard bus,69.9,overcast,32.0,False
2024-03-05,R102,Inbound,247.0,710.0,minibus,18.5,rain,20.3,False
2024-11-05,R205,Outbound,478.0,553.0,minibus,80.1,rain,39.9,False
2024-09-23,R205,Inbound,85.0,177.0,standard bus,64.3,clear,3.5,False
2024-05-21,R207,Inbound,267.0,624.0,articulated bus,43.0,overcast,-12.1,False
2024-04-21,R206,Inbound,260.0,358.0,articulated bus,54.1,rain,36.1,False
2024-02-24,R103,Outbound,421.0,457.0,minibus,77.2,snow,-12.9,False
2024-01-16,R101,Inbound,370.0,448.0,standard bus,82.2,clear,36.8,False
2024-06-26,R105,Inbound,469.0,325.0,std bus,49.6,rain,41.4,False
2024-03-08,R207,Outbound,136.0,281.0,minibus,31.5,clear,-7.1,False
2024-02-08,R101,Inbound,629.0,343.0,minibus,29.4,snow,25.9,False
2024-08-21,R301,Inbound,782.0,529.0,minibus,89.8,snow,-4.1,False
2024-05-14,R102,Inbound,131.0,27.0,minibus,55.4,rain,14.9,False
2024-08-28,R105,Outbound,576.0,442.0,minibus,51.7,clear,21.0,False
2024-05-03,R101,Inbound,68.0,690.0,standard bus,48.3,clear,35.8,False
2024-02-22,R301,Inbound,77.0,283.0,standard bus,15.8,overcast,25.8,False
2024-01-19,R102,Outbound,185.0,558.0,articulated bus,64.3,snow,28.2,False
2024-08-29,R104,Inbound,488.0,63.0,minibus,28.4,overcast,39.8,False
2024-09-15,R102,Outbound,756.0,534.0,articulated bus,45.4,rain,19.3,False
2024-04-24,R205,Inbound,551.0,127.0,articulated bus,54.7,snow,25.3,False
2024-09-25,R103,Inbound,250.0,730.0,standard bus,31.3,clear,15.9,False
2024-05-10,R208,Outbound,637.0,310.0,minibus,36.0,snow,29.6,False
2024-11-22,R105,Inbound,438.0,303.0,standard bus,60.4,overcast,37.8,False
2024-10-10,R208,Inbound,36.0,374.0,standard bus,34.5,clear,21.1,False
2024-06-19,R208,Outbound,118.0,167.0,articulated bus,15.4,snow,-5.8,True
2024-02-21,R207,Inbound,528.0,404.0,minibus,75.0,rain,4.0,False
2024-05-04,R103,Outbound,796.0,103.0,minibus,58.1,clear,23.0,False
2024-07-23,R104,Outbound,256.0,251.0,standard bus,48.2,snow,33.3,False
2024-03-26,R103,Outbound,689.0,565.0,minibus,27.1,snow,31.6,False
2024-02-18,R207,Outbound,127.0,616.0,minibus,74.2,overcast,27.6,False
2024-02-20,R302,Outbound,544.0,226.0,standard bus,50.5,clear,5.2,False
2024-01-07,R103,Outbound,127.0,600.0,articulated bus,75.0,overcast,-4.5,False
2024-12-18,R104,Outbound,354.0,546.0,minibus,89.8,overcast,16.9,False
2024-11-02,R205,Inbound,424.0,622.0,minibus,33.3,rain,16.8,False
2024-09-17,R208,Out,681.0,526.0,minibus,48.3,snow,-13.8,False
2024-06-28,R105,Outbound,266.0,90.0,standard bus,57.5,clear,-6.0,False
2024-04-25,R104,Outbound,490.0,407.0,articulated bus,16.4,rain,-6.8,False
2024-05-05,R207,Inbound,142.0,260.0,standard bus,59.8,clear,7.4,False
2024-04-10,R208,Inbound,768.0,152.0,articulated bus,67.9,overcast,-1.4,False
2024-09-09,R101,Outbound,359.0,66.0,minibus,34.4,overcast,-13.5,False
2024-03-05,R102,Inbound,89.0,639.0,articulated bus,18.4,clear,-2.6,False
2024-02-23,R208,Outbound,705.0,342.0,standard bus,30.6,rain,-1.4,False
2024-11-29,R206,OUTBOUND,161.0,327.0,minibus,52.1,rain,40.8,False
2024-11-06,R208,Outbound,473.0,50.0,minibus,89.4,rain,26.4,False
2024-03-23,R102,Inbound,157.0,353.0,minibus,58.6,rain,41.5,False
2024-08-14,R205,Inbound,156.0,34.0,minibus,63.9,overcast,32.4,False
2024-11-04,R104,Outbound,59.0,73.0,standard bus,68.0,overcast,6.3,False
2024-04-05,R103,Inbound,757.0,71.0,articulated bus,19.0,clear,32.5,False
2024-08-30,R103,Inbound,135.0,619.0,articulated bus,84.5,overcast,12.6,False
2024-03-05,R302,Inbound,218.0,229.0,articulated bus,15.6,snow,24.4,False
2024-06-03,R302,Outbound,580.0,46.0,standard bus,34.4,overcast,-5.6,False
2024-01-12,R207,Outbound,409.0,274.0,minibus,77.2,overcast,26.7,False
2024-04-03,R205,Inbound,266.0,396.0,standard bus,17.9,rain,6.0,False
2024-06-03,R208,Outbound,387.0,265.0,articulated bus,19.3,clear,18.2,False
2024-11-02,R103,Inbound,74.0,450.0,articulated,23.7,snow,34.6,False
2024-11-09,R105,Outbound,652.0,515.0,minibus,73.1,rain,17.0,False
2024-08-20,R206,Inbound,673.0,495.0,standard bus,32.1,rain,4.5,False
2024-09-17,R302,Outbound,460.0,405.0,minibus,54.4,overcast,-8.7,False
2024-12-10,R104,Outbound,778.0,460.0,minibus,33.4,clear,37.1,False
2024-01-07,R105,Outbound,500.0,349.0,articulated bus,44.7,clear,20.5,False
2024-11-20,R206,Outbound,737.0,603.0,minibus,53.1,rain,-14.6,False
2024-01-13,R101,Outbound,367.0,685.0,standard bus,75.3,snow,29.1,False
2024-10-26,R301,Outbound,548.0,585.0,articulated bus,69.4,overcast,20.3,False
2024-02-17,R104,In,250.0,669.0,standard bus,71.7,rain,-2.0,False
2024-08-19,R102,Outbound,294.0,178.0,standard bus,420.5,clear,16.0,False
2024-01-08,R103,In,496.0,418.0,standard bus,35.8,rain,0.8,False
2024-09-27,R101,Outbound,465.0,364.0,articulated bus,28.0,rain,36.1,False
2024-01-13,R101,Inbound,394.0,87.0,articulated bus,38.0,snow,30.0,False
2024-09-12,R101,Inbound,275.0,748.0,minibus,42.2,overcast,34.1,False
2024-11-05,R104,Outbound,555.0,537.0,articulated bus,86.3,rain,25.0,False
2024-05-26,R205,Outbound,625.0,727.0,standard bus,22.9,clear,29.6,False
2024-05-23,R103,Inbound,660.0,231.0,articulated bus,67.9,clear,19.1,False
2024-06-05,R301,Inbound,211.0,339.0,articulated bus,32.4,rain,8.1,False
2024-06-22,R207,Inbound,339.0,116.0,standard bus,16.3,overcast,36.8,False
2024-10-04,R105,Inbound,676.0,571.0,standard bus,80.1,clear,25.3,False
2024-12-07,R105,Outbound,369.0,310.0,standard bus,76.5,rain,24.6,False
2024-12-02,R208,Outbound,252.0,113.0,articulated bus,67.5,clear,33.3,False
2024-01-06,R102,Outbound,427.0,127.0,standard bus,63.4,overcast,-12.4,False
2024-09-28,R208,Outbound,191.0,234.0,standard bus,50.2,snow,0.9,False
2024-06-29,R103,Inbound,456.0,37.0,minibus,72.7,overcast,38.9,False
2024-03-09,R206,Outbound,464.0,452.0,standard bus,46.8,clear,30.2,False
2024-06-14,R208,Inbound,252.0,209.0,minibus,66.2,snow,34.7,False
2024-11-26,R208,Inbound,174.0,195.0,articulated bus,75.0,clear,35.4,False
2024-11-17,R208,Outbound,771.0,61.0,minibus,23.9,clear,8.4,False
2024-10-30,R105,Outbound,585.0,750.0,standard bus,83.1,clear,-1.3,False
2024-11-22,R208,Outbound,325.0,26.0,minibus,88.8,snow,30.4,False
2024-03-24,R206,outbound,309.0,368.0,minibus,69.1,rain,0.5,False
2024-03-02,R302,Inbound,539.0,334.0,standard bus,46.8,snow,-10.3,False
2024-02-29,R103,Inbound,719.0,130.0,standard bus,37.1,snow,7.0,False
2024-08-19,R206,Outbound,372.0,746.0,standard bus,52.9,overcast,8.0,False
2024-10-28,R205,Outbound,198.0,70.0,minibus,45.8,overcast,12.9,False
2024-01-04,R208,Inbound,697.0,413.0,articulated bus,19.8,rain,7.1,False
2024-11-25,R208,Outbound,85.0,84.0,articulated bus,28.6,snow,13.7,False
2024-02-05,R103,Inbound,705.0,401.0,minibus,61.3,overcast,27.3,False
2024-12-07,R206,Outbound,480.0,705.0,articulated bus,17.4,snow,21.3,False
2024-11-21,R102,Inbound,242.0,748.0,articulated bus,57.1,snow,34.2,False
2024-10-21,R207,Inbound,720.0,360.0,articulated bus,68.6,snow,0.3,False
2024-12-06,R207,Inbound,501.0,240.0,minibus,71.4,rain,38.7,False
2024-06-02,R102,Inbound,743.0,622.0,standard bus,28.3,rain,41.3,False
2024-12-10,R102,Inbound,265.0,98.0,standard bus,19.1,overcast,40.4,False
2024-09-07,R102,Outbound,100.0,713.0,articulated bus,60.7,overcast,13.7,False
2024-03-14,R208,Inbound,106.0,115.0,articulated bus,18.6,overcast,-12.8,False
2024-04-01,R205,Inbound,408.0,748.0,standard bus,74.4,rain,18.6,False
2024-07-04,R301,Inbound,680.0,95.0,minibus,64.4,rain,24.5,True
2024-05-16,R301,INBOUND,448.0,512.0,articulated bus,58.8,rain,40.3,False
2024-10-19,R105,Inbound,710.0,348.0,articulated bus,59.6,snow,15.7,False
2024-08-31,R302,Outbound,538.0,297.0,articulated bus,87.0,snow,-2.6,False
2024-09-02,R105,Outbound,412.0,221.0,articulated bus,34.5,clear,36.7,True
2024-12-02,R207,Out,659.0,205.0,standard bus,40.5,snow,34.4,False
2024-07-22,R104,Inbound,545.0,529.0,minibus,19.9,rain,18.1,False
2024-06-16,R101,Inbound,319.0,57.0,minibus,72.4,rain,31.3,False
2024-03-01,R205,Outbound,181.0,466.0,minibus,71.6,overcast,10.4,False
2024-10-06,R206,Outbound,175.0,531.0,standard bus,25.7,overcast,18.1,False
2024-07-06,R205,Inbound,92.0,263.0,articulated bus,51.1,clear,24.2,False
2024-07-26,R101,Outbound,508.0,79.0,minibus,41.6,snow,2.3,False
2024-08-20,R205,Inbound,251.0,298.0,minibus,62.8,rain,22.6,False
2024-10-06,R206,Outbound,737.0,724.0,articulated bus,66.3,rain,36.5,False
2024-02-15,R207,Inbound,268.0,332.0,articulated bus,69.8,rain,7.1,False
2024-12-31,R103,Outbound,499.0,328.0,standard bus,71.9,clear,-14.2,False
2024-01-04,R205,Inbound,287.0,433.0,minibus,420.5,snow,-10.2,False
2024-06-06,R103,Outbound,201.0,100.0,minibus,18.9,rain,-8.5,False
2024-07-26,R206,Inbound,100.0,565.0,standard bus,45.4,clear,-5.4,False
2024-11-26,R302,Outbound,441.0,334.0,standard bus,76.0,overcast,38.6,False
2024-03-20,R301,Outbound,26.0,328.0,minibus,53.1,snow,8.9,False
2024-02-24,R103,Outbound,203.0,415.0,standard bus,51.9,overcast,-0.3,False
2024-06-13,R101,Inbound,478.0,294.0,minibus,24.6,clear,-9.1,False
2024-10-19,R205,Out,298.0,418.0,standard bus,32.3,snow,-8.9,False
2024-10-11,R208,Outbound,751.0,544.0,minibus,64.1,overcast,34.7,False
2024-02-10,R105,Inbound,416.0,713.0,minibus,22.5,snow,-12.0,False
2024-10-15,R206,Outbound,605.0,451.0,standard bus,76.1,clear,29.3,False
2024-01-12,R301,Outbound,709.0,332.0,minibus,73.8,rain,19.9,False
2024-03-29,R207,Inbound,468.0,315.0,articulated bus,58.7,snow,-0.6,False
2024-12-21,R205,Outbound,47.0,728.0,articulated bus,57.3,snow,32.9,False
2024-11-02,R302,Inbound,121.0,699.0,standard bus,73.5,overcast,23.4,False
2024-05-11,R208,Outbound,356.0,520.0,standard bus,85.2,rain,38.6,False
2024-07-22,R104,Inbound,448.0,156.0,standard bus,37.3,overcast,33.6,False
2024-05-19,R206,Outbound,462.0,342.0,articulated bus,22.8,rain,30.6,False
2024-10-25,R101,Inbound,355.0,252.0,articulated bus,28.1,clear,13.6,False
2024-08-15,R103,Outbound,52.0,702.0,standard bus,22.0,clear,6.0,False
2024-05-03,R105,Outbound,116.0,24.0,minibus,84.8,clear,-0.6,False
2024-08-25,R205,Outbound,25.0,302.0,minibus,47.5,rain,-0.8,False
2024-12-10,R102,Outbound,165.0,690.0,articulated bus,26.2,clear,9.2,False
2024-12-27,R101,Inbound,184.0,502.0,standard bus,999.0,snow,34.1,False
2024-04-30,R103,Outbound,268.0,619.0,minibus,56.0,rain,-9.8,False
2024-02-12,R302,Outbound,351.0,598.0,minibus,83.1,overcast,25.7,False
2024-11-21,R301,Outbound,464.0,439.0,standard bus,-5.0,snow,26.0,False
2024-08-27,R103,Out,159.0,560.0,articulated bus,19.2,clear,12.7,False
2024-01-02,R301,Outbound,250.0,467.0,standard bus,48.8,snow,-0.5,False
2024-04-07,R208,Outbound,679.0,203.0,minibus,20.6,overcast,-8.6,False
2024-05-15,R105,Inbound,665.0,722.0,articulated bus,-12.3,rain,16.1,False
2024-07-29,R102,Outbound,220.0,674.0,standard bus,32.0,rain,32.7,False
2024-02-12,R302,Outbound,734.0,587.0,articulated bus,31.5,overcast,37.7,False
2024-09-23,R205,Outbound,653.0,142.0,minibus,46.4,overcast,11.1,False
2024-03-13,R302,Inbound,493.0,482.0,standard bus,46.7,rain,4.8,False
2024-06-03,R206,Inbound,521.0,127.0,minibus,45.1,snow,16.9,False
2024-09-11,R205,Outbound,761.0,483.0,articulated bus,15.1,clear,-4.8,False
2024-06-06,R102,Outbound,435.0,513.0,minibus,33.1,snow,5.2,False
2024-02-02,R207,Outbound,705.0,166.0,standard bus,32.3,clear,-1.1,False
2024-10-08,R104,Outbound,233.0,180.0,minibus,62.8,clear,30.7,False
2024-09-26,R208,Inbound,169.0,146.0,minibus,-1.0,rain,8.4,False
2024-09-27,R104,Outbound,575.0,327.0,articulated bus,86.6,snow,19.8,False
2024-10-21,R105,Inbound,402.0,547.0,standard bus,87.5,clear,16.8,False
2024-09-08,R207,Outbound,180.0,474.0,articulated bus,73.7,overcast,25.4,False
2024-02-11,R102,Outbound,105.0,570.0,standard bus,78.9,clear,-12.7,False
2024-11-06,R301,Outbound,500.0,467.0,articulated bus,32.3,rain,13.5,False
2024-12-29,R205,Outbound,91.0,686.0,standard bus,36.0,snow,-7.5,False
2024-01-10,R104,Inbnd,496.0,300.0,minibus,77.7,rain,18.5,False
2024-09-08,R102,Inbound,483.0,363.0,standard bus,79.4,rain,3.6,False
2024-11-18,R102,Outbound,173.0,566.0,minibus,45.1,overcast,28.5,False
2024-03-08,R208,Inbound,792.0,68.0,standard bus,87.7,clear,35.4,False
2024-01-13,R206,Outbound,412.0,613.0,minibus,25.1,overcast,-8.4,False
2024-07-22,R101,Inbound,419.0,519.0,articulated bus,57.4,clear,40.8,False
2024-08-25,R302,Inbound,170.0,398.0,articulated bus,25.0,clear,-6.8,False
2024-01-31,R105,Inbound,451.0,501.0,articulated bus,44.5,snow,-1.5,False
2024-05-18,R104,Inbound,284.0,626.0,minibus,53.5,clear,1.0,False
2024-10-31,R104,Inbound,362.0,159.0,standard bus,48.1,overcast,41.1,False
2024-08-12,R101,In,618.0,156.0,standard bus,24.6,clear,-7.8,False
2024-11-05,R301,Outbound,95.0,674.0,articulated bus,32.9,clear,-2.2,False
2024-11-01,R105,Inbound,436.0,230.0,minibus,48.1,overcast,19.5,False
2024-03-23,R205,Outbound,402.0,82.0,articulated bus,71.8,rain,14.6,False
2024-04-06,R103,Outbound,435.0,394.0,standard bus,81.1,rain,26.7,False
2024-04-14,R103,Inbound,539.0,630.0,standard bus,38.5,overcast,-1.2,False
2024-02-22,R208,Outbound,459.0,218.0,minibus,57.0,clear,-9.0,False
2024-02-27,R205,Outbound,262.0,136.0,articulated bus,39.7,rain,11.8,False
2024-05-23,R103,Inbound,418.0,421.0,minibus,53.1,clear,13.4,False
2024-05-18,R104,Outbound,237.0,441.0,standard bus,66.2,clear,13.3,False
2024-05-10,R205,Inbound,546.0,339.0,minibus,32.7,snow,25.7,False
2024-09-25,R206,Outbound,509.0,341.0,minibus,66.3,overcast,16.1,False
2024-12-28,R301,Inbound,752.0,337.0,standard bus,31.5,overcast,5.0,False
2024-12-03,R105,Inbound,590.0,664.0,minibus,88.4,overcast,30.3,False
2024-01-10,R208,Inbound,454.0,710.0,articulated bus,76.4,snow,4.2,False
2024-04-13,R101,Inbound,377.0,188.0,minibus,85.3,snow,5.1,False
2024-04-12,R102,Inbound,367.0,560.0,minibus,54.4,overcast,31.1,False
2024-05-23,R105,Inbound,387.0,584.0,minibus,42.3,rain,38.5,False
2024-04-23,R206,Inbound,166.0,298.0,standard bus,64.8,clear,32.7,False
2024-04-22,R103,Inbound,85.0,384.0,minibus,39.9,overcast,29.6,False
2024-03-28,R302,Inbound,528.0,287.0,minibus,70.1,snow,2.1,False
2024-03-11,R302,Inbound,368.0,22.0,articulated bus,17.0,snow,-2.3,False
2024-04-02,R301,In,712.0,550.0,articulated bus,84.1,overcast,20.1,False
2024-06-09,R301,Inbound,326.0,536.0,standard bus,37.8,clear,41.0,False
2024-08-18,R301,Outbound,423.0,117.0,minibus,86.3,clear,2.1,False
2024-01-15,R207,Inbound,65.0,560.0,articulated bus,24.7,overcast,3.8,True
2024-04-06,R207,Inbound,798.0,421.0,articulated bus,24.2,overcast,-1.6,False
2024-10-19,R302,Outbound,461.0,275.0,minibus,56.2,clear,32.3,False
2024-08-19,R301,Outbound,298.0,379.0,minibus,76.3,clear,-8.1,False
2024-07-18,R302,Outbnd,321.0,595.0,articulated bus,78.1,clear,-4.4,False
2024-02-17,R102,Outbound,175.0,186.0,standard bus,83.7,rain,9.6,False
